cohort;0;12;24;36;48;60;72;84;96;108;120;132;144;156;168;180;cod_regsaud
2012-01;100.0;96.0;76.0;62.0;54.0;46.0;54.0;55.0;55.0;53.0;50.0;50.0;55.0;;;;33008
2013-01;96.0;90.0;80.0;74.0;67.0;63.0;59.0;55.0;56.0;52.0;51.0;47.0;;;;;33008
2014-01;226.0;188.0;167.0;155.0;140.0;138.0;135.0;137.0;125.0;127.0;130.0;;;;;;33008
2015-01;201.0;171.0;155.0;140.0;136.0;121.0;123.0;114.0;113.0;106.0;;;;;;;33008
2016-01;169.0;149.0;135.0;124.0;127.0;125.0;114.0;113.0;117.0;;;;;;;;33008
2017-01;101.0;90.0;83.0;77.0;75.0;61.0;61.0;57.0;;;;;;;;;33008
2018-01;127.0;114.0;110.0;102.0;94.0;88.0;82.0;;;;;;;;;;33008
2019-01;108.0;99.0;93.0;84.0;83.0;75.0;;;;;;;;;;;33008
2020-01;133.0;126.0;109.0;107.0;99.0;;;;;;;;;;;;33008
2021-01;136.0;111.0;100.0;100.0;;;;;;;;;;;;;33008
2022-01;134.0;120.0;104.0;;;;;;;;;;;;;;33008
2023-01;125.0;113.0;;;;;;;;;;;;;;;33008
2024-01;407.0;;;;;;;;;;;;;;;;33008
2009-01;62.0;53.0;52.0;48.0;46.0;34.0;34.0;34.0;35.0;27.0;27.0;29.0;28.0;30.0;30.0;26.0;33003
2010-01;57.0;54.0;47.0;44.0;31.0;34.0;32.0;33.0;30.0;31.0;34.0;35.0;36.0;36.0;32.0;;33003
2011-01;51.0;47.0;46.0;32.0;29.0;27.0;22.0;22.0;25.0;27.0;27.0;28.0;27.0;25.0;;;33003
2012-01;44.0;38.0;32.0;31.0;29.0;28.0;20.0;21.0;23.0;21.0;20.0;20.0;22.0;;;;33003
2013-01;60.0;45.0;42.0;39.0;37.0;35.0;38.0;35.0;39.0;35.0;35.0;28.0;;;;;33003
2014-01;116.0;106.0;92.0;85.0;81.0;79.0;78.0;81.0;76.0;74.0;75.0;;;;;;33003
2015-01;66.0;53.0;44.0;41.0;39.0;39.0;41.0;36.0;32.0;33.0;;;;;;;33003
2016-01;33.0;29.0;23.0;20.0;20.0;20.0;21.0;16.0;16.0;;;;;;;;33003
2017-01;39.0;31.0;27.0;25.0;26.0;25.0;26.0;24.0;;;;;;;;;33003
2018-01;72.0;60.0;54.0;45.0;45.0;42.0;40.0;;;;;;;;;;33003
2019-01;40.0;36.0;33.0;30.0;27.0;25.0;;;;;;;;;;;33003
2020-01;34.0;30.0;25.0;25.0;17.0;;;;;;;;;;;;33003
2021-01;105.0;77.0;70.0;59.0;;;;;;;;;;;;;33003
2022-01;51.0;40.0;27.0;;;;;;;;;;;;;;33003
2023-01;70.0;62.0;;;;;;;;;;;;;;;33003
2024-01;68.0;;;;;;;;;;;;;;;;33003
2009-01;123.0;112.0;96.0;84.0;75.0;70.0;61.0;56.0;50.0;49.0;47.0;53.0;47.0;47.0;45.0;43.0;33006
2010-01;225.0;208.0;192.0;135.0;123.0;111.0;99.0;80.0;66.0;68.0;68.0;72.0;67.0;67.0;63.0;;33006
2011-01;195.0;182.0;155.0;134.0;123.0;112.0;99.0;94.0;93.0;83.0;82.0;78.0;76.0;76.0;;;33006
2012-01;374.0;310.0;282.0;250.0;154.0;158.0;145.0;152.0;140.0;142.0;146.0;140.0;139.0;;;;33006
2013-01;230.0;167.0;137.0;107.0;99.0;87.0;83.0;76.0;80.0;81.0;75.0;77.0;;;;;33006
2014-01;525.0;469.0;389.0;373.0;311.0;303.0;285.0;287.0;291.0;264.0;256.0;;;;;;33006
2015-01;326.0;253.0;240.0;200.0;199.0;188.0;192.0;187.0;180.0;177.0;;;;;;;33006
2016-01;405.0;354.0;291.0;278.0;266.0;263.0;254.0;253.0;245.0;;;;;;;;33006
2017-01;349.0;267.0;237.0;196.0;209.0;194.0;176.0;161.0;;;;;;;;;33006
2018-01;383.0;336.0;271.0;261.0;232.0;217.0;196.0;;;;;;;;;;33006
2019-01;378.0;316.0;291.0;272.0;242.0;242.0;;;;;;;;;;;33006
2020-01;386.0;321.0;295.0;254.0;255.0;;;;;;;;;;;;33006
2021-01;724.0;535.0;432.0;402.0;;;;;;;;;;;;;33006
2022-01;501.0;412.0;366.0;;;;;;;;;;;;;;33006
2023-01;637.0;516.0;;;;;;;;;;;;;;;33006
2024-01;649.0;;;;;;;;;;;;;;;;33006
2009-01;20.0;15.0;11.0;8.0;6.0;7.0;8.0;6.0;7.0;8.0;7.0;4.0;6.0;7.0;6.0;6.0;24004
2010-01;31.0;22.0;15.0;13.0;12.0;9.0;9.0;7.0;8.0;6.0;7.0;8.0;6.0;6.0;9.0;;24004
2011-01;35.0;30.0;24.0;21.0;19.0;17.0;13.0;11.0;13.0;12.0;13.0;12.0;12.0;13.0;;;24004
2012-01;37.0;28.0;24.0;21.0;13.0;11.0;11.0;9.0;11.0;11.0;12.0;11.0;13.0;;;;24004
2013-01;34.0;31.0;24.0;18.0;19.0;18.0;15.0;14.0;15.0;13.0;15.0;15.0;;;;;24004
2014-01;42.0;37.0;25.0;24.0;25.0;23.0;21.0;23.0;21.0;20.0;22.0;;;;;;24004
2015-01;39.0;31.0;18.0;20.0;17.0;17.0;16.0;20.0;20.0;18.0;;;;;;;24004
2016-01;57.0;38.0;39.0;37.0;36.0;36.0;32.0;29.0;30.0;;;;;;;;24004
2017-01;61.0;49.0;31.0;31.0;29.0;30.0;28.0;29.0;;;;;;;;;24004
2018-01;55.0;42.0;29.0;23.0;27.0;26.0;23.0;;;;;;;;;;24004
2019-01;46.0;27.0;23.0;23.0;22.0;21.0;;;;;;;;;;;24004
2020-01;45.0;31.0;32.0;31.0;30.0;;;;;;;;;;;;24004
2021-01;96.0;70.0;67.0;61.0;;;;;;;;;;;;;24004
2022-01;74.0;56.0;53.0;;;;;;;;;;;;;;24004
2023-01;51.0;41.0;;;;;;;;;;;;;;;24004
2024-01;91.0;;;;;;;;;;;;;;;;24004
2009-01;46.0;32.0;28.0;19.0;16.0;16.0;14.0;12.0;8.0;10.0;9.0;7.0;6.0;6.0;4.0;4.0;24003
2010-01;59.0;46.0;36.0;25.0;21.0;19.0;19.0;14.0;12.0;8.0;7.0;9.0;9.0;7.0;7.0;;24003
2011-01;37.0;28.0;27.0;16.0;21.0;17.0;10.0;12.0;10.0;7.0;8.0;9.0;11.0;11.0;;;24003
2012-01;47.0;39.0;26.0;26.0;18.0;16.0;10.0;8.0;12.0;11.0;12.0;13.0;13.0;;;;24003
2013-01;48.0;34.0;26.0;26.0;15.0;15.0;17.0;18.0;19.0;13.0;14.0;13.0;;;;;24003
2014-01;66.0;56.0;47.0;34.0;24.0;18.0;21.0;20.0;23.0;21.0;21.0;;;;;;24003
2015-01;34.0;25.0;22.0;17.0;11.0;10.0;9.0;11.0;13.0;9.0;;;;;;;24003
2016-01;56.0;37.0;32.0;33.0;28.0;27.0;29.0;28.0;26.0;;;;;;;;24003
2017-01;90.0;69.0;56.0;50.0;31.0;28.0;29.0;30.0;;;;;;;;;24003
2018-01;80.0;64.0;48.0;35.0;29.0;30.0;25.0;;;;;;;;;;24003
2019-01;51.0;37.0;25.0;23.0;20.0;22.0;;;;;;;;;;;24003
2020-01;82.0;58.0;59.0;59.0;56.0;;;;;;;;;;;;24003
2021-01;71.0;52.0;49.0;45.0;;;;;;;;;;;;;24003
2022-01;85.0;75.0;64.0;;;;;;;;;;;;;;24003
2023-01;58.0;38.0;;;;;;;;;;;;;;;24003
2024-01;73.0;;;;;;;;;;;;;;;;24003
2009-01;39.0;28.0;24.0;23.0;17.0;18.0;15.0;11.0;11.0;12.0;9.0;7.0;8.0;7.0;7.0;6.0;24001
2010-01;57.0;42.0;32.0;23.0;16.0;15.0;13.0;8.0;8.0;7.0;6.0;7.0;7.0;8.0;3.0;;24001
2011-01;42.0;29.0;21.0;13.0;11.0;11.0;7.0;5.0;7.0;8.0;8.0;4.0;3.0;4.0;;;24001
2012-01;43.0;24.0;15.0;15.0;13.0;9.0;9.0;4.0;6.0;7.0;7.0;6.0;7.0;;;;24001
2013-01;70.0;55.0;45.0;45.0;30.0;26.0;26.0;21.0;24.0;24.0;26.0;26.0;;;;;24001
2014-01;69.0;57.0;45.0;40.0;38.0;25.0;22.0;22.0;17.0;16.0;18.0;;;;;;24001
2015-01;48.0;39.0;28.0;26.0;22.0;21.0;19.0;19.0;18.0;19.0;;;;;;;24001
2016-01;60.0;36.0;32.0;30.0;24.0;24.0;27.0;27.0;29.0;;;;;;;;24001
2017-01;80.0;72.0;57.0;49.0;34.0;30.0;31.0;31.0;;;;;;;;;24001
2018-01;40.0;32.0;30.0;26.0;20.0;17.0;18.0;;;;;;;;;;24001
2019-01;67.0;58.0;39.0;31.0;30.0;32.0;;;;;;;;;;;24001
2020-01;42.0;30.0;25.0;24.0;26.0;;;;;;;;;;;;24001
2021-01;113.0;102.0;92.0;79.0;;;;;;;;;;;;;24001
2022-01;100.0;78.0;62.0;;;;;;;;;;;;;;24001
2023-01;52.0;44.0;;;;;;;;;;;;;;;24001
2024-01;140.0;;;;;;;;;;;;;;;;24001
2009-01;74.0;70.0;64.0;61.0;56.0;55.0;48.0;50.0;48.0;41.0;40.0;39.0;37.0;36.0;34.0;33.0;24002
2010-01;27.0;23.0;18.0;17.0;15.0;14.0;13.0;15.0;15.0;14.0;12.0;13.0;10.0;11.0;11.0;;24002
2011-01;51.0;43.0;40.0;31.0;27.0;25.0;23.0;23.0;20.0;15.0;13.0;14.0;14.0;15.0;;;24002
2012-01;42.0;37.0;30.0;32.0;31.0;20.0;19.0;18.0;16.0;19.0;18.0;18.0;21.0;;;;24002
2013-01;57.0;31.0;33.0;30.0;22.0;21.0;19.0;20.0;21.0;22.0;26.0;22.0;;;;;24002
2014-01;81.0;75.0;67.0;53.0;46.0;44.0;46.0;45.0;45.0;43.0;47.0;;;;;;24002
2015-01;55.0;51.0;41.0;38.0;33.0;34.0;31.0;29.0;29.0;27.0;;;;;;;24002
2016-01;51.0;35.0;33.0;33.0;31.0;34.0;33.0;32.0;32.0;;;;;;;;24002
2017-01;62.0;47.0;42.0;41.0;37.0;38.0;35.0;35.0;;;;;;;;;24002
2018-01;53.0;43.0;39.0;37.0;35.0;31.0;32.0;;;;;;;;;;24002
2019-01;50.0;46.0;35.0;32.0;31.0;32.0;;;;;;;;;;;24002
2020-01;72.0;66.0;59.0;59.0;55.0;;;;;;;;;;;;24002
2021-01;113.0;102.0;96.0;84.0;;;;;;;;;;;;;24002
2022-01;102.0;97.0;78.0;;;;;;;;;;;;;;24002
2023-01;39.0;35.0;;;;;;;;;;;;;;;24002
2024-01;106.0;;;;;;;;;;;;;;;;24002
2009-01;81.0;79.0;69.0;66.0;55.0;47.0;50.0;43.0;46.0;41.0;38.0;38.0;36.0;33.0;33.0;35.0;24007
2010-01;123.0;116.0;110.0;104.0;86.0;85.0;96.0;94.0;91.0;88.0;80.0;73.0;67.0;69.0;69.0;;24007
2011-01;98.0;81.0;67.0;59.0;57.0;56.0;52.0;47.0;48.0;50.0;45.0;50.0;50.0;51.0;;;24007
2012-01;84.0;75.0;56.0;55.0;58.0;59.0;53.0;57.0;43.0;45.0;46.0;45.0;45.0;;;;24007
2013-01;95.0;72.0;60.0;53.0;52.0;52.0;53.0;46.0;47.0;47.0;45.0;40.0;;;;;24007
2014-01;163.0;153.0;138.0;129.0;127.0;123.0;114.0;106.0;99.0;100.0;97.0;;;;;;24007
2015-01;163.0;149.0;130.0;126.0;116.0;102.0;108.0;104.0;102.0;97.0;;;;;;;24007
2016-01;261.0;241.0;215.0;202.0;179.0;177.0;175.0;174.0;169.0;;;;;;;;24007
2017-01;223.0;193.0;177.0;135.0;126.0;130.0;130.0;130.0;;;;;;;;;24007
2018-01;160.0;143.0;108.0;104.0;106.0;100.0;101.0;;;;;;;;;;24007
2019-01;240.0;187.0;169.0;151.0;156.0;143.0;;;;;;;;;;;24007
2020-01;375.0;355.0;341.0;332.0;316.0;;;;;;;;;;;;24007
2021-01;339.0;311.0;267.0;245.0;;;;;;;;;;;;;24007
2022-01;403.0;325.0;299.0;;;;;;;;;;;;;;24007
2023-01;222.0;200.0;;;;;;;;;;;;;;;24007
2024-01;444.0;;;;;;;;;;;;;;;;24007
2009-01;18.0;14.0;13.0;13.0;12.0;9.0;9.0;8.0;6.0;4.0;6.0;5.0;5.0;6.0;6.0;5.0;24006
2010-01;44.0;41.0;40.0;38.0;34.0;29.0;24.0;19.0;20.0;19.0;21.0;23.0;22.0;22.0;21.0;;24006
2011-01;23.0;22.0;19.0;17.0;17.0;13.0;11.0;9.0;9.0;9.0;8.0;10.0;10.0;9.0;;;24006
2012-01;27.0;24.0;19.0;14.0;12.0;13.0;12.0;12.0;11.0;12.0;12.0;12.0;13.0;;;;24006
2013-01;34.0;30.0;29.0;22.0;18.0;16.0;13.0;14.0;16.0;14.0;14.0;14.0;;;;;24006
2014-01;44.0;38.0;33.0;25.0;24.0;21.0;20.0;20.0;22.0;22.0;22.0;;;;;;24006
2015-01;30.0;26.0;20.0;18.0;16.0;17.0;18.0;17.0;16.0;15.0;;;;;;;24006
2016-01;38.0;22.0;17.0;16.0;17.0;17.0;19.0;18.0;18.0;;;;;;;;24006
2017-01;45.0;37.0;34.0;27.0;26.0;24.0;25.0;23.0;;;;;;;;;24006
2018-01;40.0;36.0;30.0;29.0;31.0;30.0;26.0;;;;;;;;;;24006
2019-01;28.0;22.0;23.0;20.0;20.0;20.0;;;;;;;;;;;24006
2020-01;39.0;33.0;28.0;27.0;28.0;;;;;;;;;;;;24006
2021-01;72.0;57.0;56.0;49.0;;;;;;;;;;;;;24006
2022-01;38.0;35.0;23.0;;;;;;;;;;;;;;24006
2023-01;25.0;18.0;;;;;;;;;;;;;;;24006
2024-01;54.0;;;;;;;;;;;;;;;;24006
2009-01;17.0;14.0;13.0;10.0;5.0;5.0;5.0;5.0;3.0;2.0;2.0;3.0;3.0;2.0;2.0;2.0;24005
2010-01;37.0;24.0;19.0;15.0;7.0;6.0;3.0;4.0;5.0;5.0;7.0;6.0;5.0;3.0;5.0;;24005
2011-01;30.0;27.0;18.0;14.0;12.0;11.0;9.0;8.0;8.0;9.0;8.0;7.0;7.0;7.0;;;24005
2012-01;28.0;21.0;17.0;13.0;12.0;11.0;11.0;9.0;9.0;11.0;10.0;9.0;9.0;;;;24005
2013-01;33.0;26.0;22.0;16.0;6.0;8.0;10.0;8.0;6.0;6.0;7.0;8.0;;;;;24005
2014-01;37.0;29.0;21.0;16.0;10.0;10.0;10.0;10.0;14.0;12.0;10.0;;;;;;24005
2015-01;38.0;30.0;20.0;14.0;14.0;12.0;13.0;9.0;8.0;9.0;;;;;;;24005
2016-01;73.0;63.0;56.0;46.0;45.0;42.0;34.0;29.0;29.0;;;;;;;;24005
2017-01;52.0;40.0;33.0;30.0;25.0;23.0;21.0;19.0;;;;;;;;;24005
2018-01;40.0;33.0;24.0;25.0;21.0;17.0;16.0;;;;;;;;;;24005
2019-01;29.0;25.0;22.0;19.0;17.0;14.0;;;;;;;;;;;24005
2020-01;38.0;30.0;30.0;27.0;30.0;;;;;;;;;;;;24005
2021-01;76.0;61.0;47.0;41.0;;;;;;;;;;;;;24005
2022-01;52.0;40.0;34.0;;;;;;;;;;;;;;24005
2023-01;49.0;38.0;;;;;;;;;;;;;;;24005
2024-01;65.0;;;;;;;;;;;;;;;;24005
2009-01;15.0;13.0;10.0;8.0;8.0;8.0;6.0;7.0;7.0;6.0;6.0;6.0;5.0;6.0;6.0;5.0;11001
2010-01;12.0;9.0;7.0;6.0;5.0;7.0;6.0;5.0;6.0;6.0;5.0;5.0;5.0;4.0;4.0;;11001
2011-01;30.0;19.0;18.0;18.0;16.0;15.0;14.0;14.0;12.0;12.0;11.0;10.0;10.0;8.0;;;11001
2012-01;23.0;18.0;16.0;14.0;14.0;14.0;12.0;13.0;12.0;12.0;11.0;10.0;10.0;;;;11001
2013-01;24.0;22.0;19.0;17.0;17.0;14.0;6.0;9.0;11.0;10.0;11.0;9.0;;;;;11001
2014-01;21.0;21.0;17.0;15.0;12.0;11.0;9.0;11.0;11.0;13.0;11.0;;;;;;11001
2015-01;28.0;26.0;19.0;16.0;12.0;15.0;16.0;15.0;14.0;14.0;;;;;;;11001
2016-01;22.0;16.0;16.0;9.0;10.0;9.0;11.0;10.0;9.0;;;;;;;;11001
2017-01;38.0;34.0;29.0;22.0;21.0;22.0;20.0;17.0;;;;;;;;;11001
2018-01;33.0;22.0;18.0;21.0;17.0;11.0;13.0;;;;;;;;;;11001
2019-01;26.0;23.0;18.0;16.0;13.0;13.0;;;;;;;;;;;11001
2020-01;23.0;15.0;13.0;11.0;10.0;;;;;;;;;;;;11001
2021-01;54.0;41.0;36.0;33.0;;;;;;;;;;;;;11001
2022-01;47.0;37.0;32.0;;;;;;;;;;;;;;11001
2023-01;57.0;47.0;;;;;;;;;;;;;;;11001
2024-01;61.0;;;;;;;;;;;;;;;;11001
2009-01;16.0;13.0;10.0;12.0;12.0;11.0;10.0;11.0;10.0;9.0;9.0;7.0;8.0;7.0;7.0;7.0;11002
2010-01;14.0;10.0;9.0;9.0;9.0;9.0;8.0;9.0;9.0;9.0;9.0;9.0;10.0;8.0;9.0;;11002
2011-01;62.0;45.0;40.0;34.0;34.0;24.0;24.0;20.0;21.0;18.0;20.0;19.0;18.0;16.0;;;11002
2012-01;27.0;26.0;20.0;16.0;17.0;13.0;14.0;14.0;14.0;13.0;10.0;12.0;12.0;;;;11002
2013-01;14.0;10.0;9.0;7.0;5.0;4.0;4.0;3.0;4.0;4.0;3.0;2.0;;;;;11002
2014-01;30.0;22.0;18.0;18.0;17.0;18.0;17.0;15.0;14.0;14.0;13.0;;;;;;11002
2015-01;17.0;10.0;11.0;12.0;12.0;10.0;10.0;8.0;8.0;8.0;;;;;;;11002
2016-01;27.0;25.0;22.0;21.0;19.0;18.0;15.0;14.0;13.0;;;;;;;;11002
2017-01;32.0;25.0;22.0;18.0;15.0;14.0;12.0;13.0;;;;;;;;;11002
2018-01;31.0;28.0;18.0;17.0;16.0;14.0;12.0;;;;;;;;;;11002
2019-01;62.0;51.0;48.0;41.0;42.0;40.0;;;;;;;;;;;11002
2020-01;51.0;46.0;41.0;38.0;35.0;;;;;;;;;;;;11002
2021-01;80.0;57.0;50.0;37.0;;;;;;;;;;;;;11002
2022-01;108.0;94.0;68.0;;;;;;;;;;;;;;11002
2023-01;91.0;72.0;;;;;;;;;;;;;;;11002
2024-01;65.0;;;;;;;;;;;;;;;;11002
2009-01;5.0;5.0;5.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;11006
2010-01;17.0;14.0;10.0;8.0;7.0;7.0;7.0;7.0;7.0;6.0;7.0;7.0;7.0;5.0;5.0;;11006
2011-01;8.0;7.0;6.0;6.0;6.0;5.0;5.0;4.0;4.0;4.0;4.0;3.0;3.0;4.0;;;11006
2012-01;31.0;24.0;20.0;19.0;16.0;16.0;15.0;11.0;11.0;10.0;10.0;8.0;11.0;;;;11006
2013-01;12.0;7.0;9.0;8.0;7.0;5.0;6.0;6.0;6.0;5.0;5.0;6.0;;;;;11006
2014-01;13.0;11.0;9.0;6.0;7.0;6.0;4.0;4.0;4.0;1.0;3.0;;;;;;11006
2015-01;41.0;35.0;32.0;28.0;21.0;20.0;22.0;19.0;20.0;19.0;;;;;;;11006
2016-01;16.0;14.0;15.0;11.0;11.0;11.0;10.0;9.0;10.0;;;;;;;;11006
2017-01;24.0;21.0;13.0;12.0;14.0;13.0;11.0;13.0;;;;;;;;;11006
2018-01;32.0;24.0;19.0;16.0;11.0;10.0;12.0;;;;;;;;;;11006
2019-01;41.0;35.0;20.0;14.0;13.0;15.0;;;;;;;;;;;11006
2020-01;29.0;23.0;15.0;11.0;12.0;;;;;;;;;;;;11006
2021-01;52.0;42.0;33.0;33.0;;;;;;;;;;;;;11006
2022-01;53.0;46.0;34.0;;;;;;;;;;;;;;11006
2023-01;57.0;50.0;;;;;;;;;;;;;;;11006
2024-01;106.0;;;;;;;;;;;;;;;;11006
2009-01;19.0;15.0;14.0;13.0;13.0;13.0;11.0;9.0;9.0;9.0;9.0;9.0;8.0;8.0;8.0;7.0;11003
2010-01;16.0;13.0;12.0;9.0;7.0;8.0;8.0;8.0;7.0;5.0;3.0;4.0;4.0;4.0;5.0;;11003
2011-01;17.0;13.0;12.0;9.0;7.0;7.0;7.0;7.0;6.0;7.0;7.0;7.0;6.0;6.0;;;11003
2012-01;19.0;18.0;14.0;12.0;12.0;14.0;14.0;10.0;9.0;8.0;6.0;6.0;6.0;;;;11003
2013-01;25.0;20.0;16.0;15.0;14.0;15.0;13.0;11.0;11.0;11.0;10.0;10.0;;;;;11003
2014-01;47.0;40.0;30.0;34.0;28.0;25.0;23.0;22.0;22.0;20.0;15.0;;;;;;11003
2015-01;39.0;36.0;30.0;27.0;23.0;21.0;24.0;24.0;23.0;17.0;;;;;;;11003
2016-01;25.0;24.0;21.0;19.0;18.0;18.0;17.0;16.0;16.0;;;;;;;;11003
2017-01;35.0;27.0;24.0;21.0;18.0;19.0;19.0;15.0;;;;;;;;;11003
2018-01;51.0;41.0;31.0;31.0;33.0;35.0;30.0;;;;;;;;;;11003
2019-01;48.0;37.0;33.0;29.0;24.0;22.0;;;;;;;;;;;11003
2020-01;46.0;34.0;25.0;21.0;15.0;;;;;;;;;;;;11003
2021-01;74.0;51.0;42.0;35.0;;;;;;;;;;;;;11003
2022-01;95.0;63.0;57.0;;;;;;;;;;;;;;11003
2023-01;56.0;48.0;;;;;;;;;;;;;;;11003
2024-01;90.0;;;;;;;;;;;;;;;;11003
2009-01;9.0;9.0;7.0;7.0;7.0;8.0;7.0;8.0;8.0;7.0;8.0;8.0;7.0;6.0;5.0;5.0;11005
2010-01;8.0;6.0;5.0;4.0;4.0;3.0;4.0;4.0;4.0;4.0;4.0;3.0;4.0;4.0;4.0;;11005
2011-01;6.0;5.0;5.0;4.0;4.0;2.0;2.0;2.0;3.0;2.0;;;;;;;11005
2012-01;7.0;6.0;4.0;3.0;3.0;4.0;4.0;4.0;4.0;4.0;2.0;2.0;2.0;;;;11005
2013-01;9.0;9.0;9.0;5.0;5.0;5.0;3.0;3.0;3.0;3.0;2.0;2.0;;;;;11005
2014-01;16.0;15.0;13.0;10.0;11.0;12.0;11.0;11.0;11.0;9.0;9.0;;;;;;11005
2015-01;6.0;6.0;5.0;5.0;5.0;4.0;4.0;4.0;4.0;4.0;;;;;;;11005
2016-01;13.0;11.0;9.0;5.0;6.0;6.0;7.0;7.0;5.0;;;;;;;;11005
2017-01;12.0;10.0;8.0;8.0;8.0;8.0;8.0;8.0;;;;;;;;;11005
2018-01;9.0;7.0;7.0;6.0;5.0;5.0;5.0;;;;;;;;;;11005
2019-01;27.0;22.0;19.0;20.0;17.0;17.0;;;;;;;;;;;11005
2020-01;14.0;11.0;7.0;6.0;6.0;;;;;;;;;;;;11005
2021-01;22.0;18.0;10.0;10.0;;;;;;;;;;;;;11005
2022-01;38.0;26.0;22.0;;;;;;;;;;;;;;11005
2023-01;23.0;17.0;;;;;;;;;;;;;;;11005
2024-01;28.0;;;;;;;;;;;;;;;;11005
2009-01;46.0;42.0;40.0;36.0;35.0;34.0;32.0;32.0;31.0;29.0;29.0;30.0;29.0;32.0;32.0;28.0;11004
2010-01;51.0;46.0;42.0;41.0;41.0;38.0;37.0;38.0;35.0;34.0;34.0;36.0;35.0;32.0;29.0;;11004
2011-01;104.0;94.0;86.0;75.0;64.0;63.0;67.0;61.0;61.0;53.0;48.0;44.0;45.0;45.0;;;11004
2012-01;63.0;58.0;56.0;55.0;54.0;47.0;43.0;39.0;41.0;44.0;41.0;39.0;42.0;;;;11004
2013-01;61.0;57.0;49.0;45.0;44.0;42.0;38.0;35.0;34.0;32.0;33.0;35.0;;;;;11004
2014-01;131.0;116.0;99.0;94.0;95.0;95.0;84.0;83.0;79.0;72.0;70.0;;;;;;11004
2015-01;77.0;63.0;61.0;54.0;48.0;51.0;53.0;50.0;48.0;48.0;;;;;;;11004
2016-01;129.0;113.0;101.0;94.0;86.0;88.0;86.0;79.0;81.0;;;;;;;;11004
2017-01;99.0;91.0;85.0;66.0;66.0;62.0;59.0;61.0;;;;;;;;;11004
2018-01;92.0;79.0;71.0;68.0;66.0;65.0;64.0;;;;;;;;;;11004
2019-01;108.0;95.0;90.0;88.0;84.0;81.0;;;;;;;;;;;11004
2020-01;116.0;111.0;95.0;88.0;84.0;;;;;;;;;;;;11004
2021-01;355.0;274.0;247.0;212.0;;;;;;;;;;;;;11004
2022-01;167.0;141.0;103.0;;;;;;;;;;;;;;11004
2023-01;127.0;110.0;;;;;;;;;;;;;;;11004
2024-01;157.0;;;;;;;;;;;;;;;;11004
2009-01;72.0;62.0;60.0;54.0;51.0;45.0;47.0;48.0;43.0;36.0;37.0;35.0;35.0;33.0;33.0;34.0;14001
2010-01;59.0;48.0;36.0;34.0;32.0;31.0;28.0;31.0;32.0;36.0;31.0;29.0;32.0;33.0;33.0;;14001
2011-01;52.0;29.0;25.0;25.0;20.0;25.0;24.0;26.0;26.0;24.0;23.0;22.0;22.0;20.0;;;14001
2012-01;80.0;71.0;58.0;49.0;51.0;43.0;51.0;52.0;51.0;50.0;46.0;44.0;43.0;;;;14001
2013-01;53.0;34.0;23.0;27.0;24.0;26.0;29.0;28.0;30.0;32.0;30.0;30.0;;;;;14001
2014-01;99.0;88.0;85.0;77.0;74.0;74.0;73.0;75.0;74.0;70.0;71.0;;;;;;14001
2015-01;104.0;94.0;86.0;78.0;69.0;65.0;69.0;68.0;70.0;70.0;;;;;;;14001
2016-01;113.0;100.0;96.0;93.0;91.0;97.0;98.0;96.0;90.0;;;;;;;;14001
2017-01;51.0;36.0;30.0;25.0;32.0;34.0;33.0;32.0;;;;;;;;;14001
2018-01;121.0;105.0;84.0;91.0;92.0;92.0;93.0;;;;;;;;;;14001
2019-01;70.0;49.0;49.0;52.0;56.0;49.0;;;;;;;;;;;14001
2020-01;57.0;49.0;43.0;40.0;37.0;;;;;;;;;;;;14001
2021-01;174.0;149.0;130.0;117.0;;;;;;;;;;;;;14001
2022-01;171.0;138.0;109.0;;;;;;;;;;;;;;14001
2023-01;186.0;163.0;;;;;;;;;;;;;;;14001
2024-01;147.0;;;;;;;;;;;;;;;;14001
2009-01;81.0;76.0;76.0;69.0;68.0;67.0;65.0;62.0;62.0;50.0;53.0;53.0;53.0;51.0;49.0;49.0;42011
2010-01;88.0;71.0;57.0;55.0;52.0;47.0;45.0;43.0;43.0;44.0;46.0;46.0;46.0;44.0;43.0;;42011
2011-01;56.0;50.0;44.0;42.0;41.0;42.0;40.0;40.0;42.0;40.0;38.0;39.0;39.0;38.0;;;42011
2012-01;47.0;39.0;37.0;35.0;33.0;31.0;29.0;30.0;26.0;26.0;27.0;26.0;23.0;;;;42011
2013-01;74.0;59.0;48.0;43.0;39.0;39.0;40.0;37.0;36.0;37.0;36.0;36.0;;;;;42011
2014-01;106.0;91.0;82.0;79.0;75.0;74.0;62.0;57.0;52.0;50.0;48.0;;;;;;42011
2015-01;102.0;83.0;71.0;71.0;70.0;65.0;61.0;57.0;57.0;57.0;;;;;;;42011
2016-01;76.0;70.0;58.0;55.0;48.0;46.0;45.0;44.0;41.0;;;;;;;;42011
2017-01;76.0;67.0;63.0;60.0;53.0;49.0;44.0;46.0;;;;;;;;;42011
2018-01;195.0;174.0;151.0;145.0;134.0;121.0;118.0;;;;;;;;;;42011
2019-01;137.0;119.0;98.0;101.0;91.0;82.0;;;;;;;;;;;42011
2020-01;194.0;160.0;141.0;99.0;83.0;;;;;;;;;;;;42011
2021-01;207.0;179.0;150.0;127.0;;;;;;;;;;;;;42011
