cohort;0;12;24;36;48;60;72;84;96;108;120;132;144;156;168;180;cod_regsaud
2010-01;33.0;28.0;25.0;22.0;17.0;14.0;13.0;12.0;13.0;14.0;14.0;15.0;12.0;12.0;11.0;;52011
2011-01;20.0;16.0;11.0;7.0;8.0;7.0;6.0;7.0;9.0;9.0;7.0;7.0;5.0;5.0;;;52011
2012-01;36.0;29.0;24.0;22.0;19.0;17.0;20.0;20.0;19.0;18.0;16.0;17.0;17.0;;;;52011
2013-01;65.0;53.0;42.0;38.0;33.0;35.0;34.0;33.0;32.0;28.0;31.0;27.0;;;;;52011
2014-01;83.0;70.0;54.0;55.0;42.0;41.0;41.0;40.0;43.0;38.0;36.0;;;;;;52011
2015-01;71.0;58.0;53.0;47.0;43.0;45.0;44.0;34.0;33.0;33.0;;;;;;;52011
2016-01;74.0;66.0;63.0;55.0;49.0;49.0;43.0;41.0;39.0;;;;;;;;52011
2017-01;77.0;67.0;62.0;57.0;50.0;48.0;43.0;43.0;;;;;;;;;52011
2018-01;88.0;80.0;76.0;74.0;61.0;54.0;51.0;;;;;;;;;;52011
2019-01;93.0;81.0;62.0;59.0;48.0;44.0;;;;;;;;;;;52011
2020-01;77.0;60.0;52.0;51.0;47.0;;;;;;;;;;;;52011
2021-01;124.0;98.0;88.0;83.0;;;;;;;;;;;;;52011
2022-01;186.0;156.0;140.0;;;;;;;;;;;;;;52011
2023-01;125.0;93.0;;;;;;;;;;;;;;;52011
2024-01;121.0;;;;;;;;;;;;;;;;52011
2009-01;24.0;18.0;15.0;12.0;8.0;9.0;6.0;6.0;6.0;5.0;6.0;5.0;4.0;5.0;5.0;5.0;52012
2010-01;26.0;23.0;16.0;13.0;7.0;7.0;7.0;6.0;6.0;6.0;5.0;5.0;5.0;4.0;5.0;;52012
2011-01;24.0;18.0;12.0;11.0;8.0;9.0;10.0;8.0;6.0;8.0;6.0;6.0;7.0;8.0;;;52012
2012-01;30.0;22.0;19.0;18.0;13.0;13.0;10.0;11.0;10.0;11.0;11.0;10.0;11.0;;;;52012
2013-01;26.0;18.0;17.0;17.0;9.0;13.0;8.0;10.0;9.0;9.0;7.0;9.0;;;;;52012
2014-01;40.0;31.0;25.0;19.0;19.0;17.0;16.0;15.0;15.0;13.0;12.0;;;;;;52012
2015-01;37.0;32.0;20.0;18.0;16.0;16.0;13.0;14.0;13.0;13.0;;;;;;;52012
2016-01;18.0;12.0;8.0;5.0;6.0;6.0;5.0;3.0;3.0;;;;;;;;52012
2017-01;34.0;25.0;22.0;19.0;20.0;20.0;19.0;18.0;;;;;;;;;52012
2018-01;38.0;30.0;26.0;18.0;17.0;15.0;16.0;;;;;;;;;;52012
2019-01;19.0;16.0;16.0;16.0;16.0;13.0;;;;;;;;;;;52012
2020-01;22.0;20.0;18.0;17.0;16.0;;;;;;;;;;;;52012
2021-01;33.0;27.0;24.0;22.0;;;;;;;;;;;;;52012
2022-01;32.0;24.0;18.0;;;;;;;;;;;;;;52012
2023-01;28.0;17.0;;;;;;;;;;;;;;;52012
2024-01;35.0;;;;;;;;;;;;;;;;52012
2009-01;93.0;68.0;63.0;38.0;35.0;33.0;31.0;27.0;26.0;24.0;23.0;24.0;27.0;31.0;21.0;24.0;52002
2010-01;85.0;73.0;59.0;55.0;45.0;34.0;30.0;27.0;26.0;30.0;31.0;33.0;33.0;34.0;31.0;;52002
2011-01;151.0;128.0;117.0;105.0;89.0;82.0;73.0;72.0;70.0;73.0;71.0;70.0;24.0;21.0;;;52002
2012-01;91.0;75.0;63.0;47.0;43.0;35.0;37.0;38.0;38.0;36.0;34.0;29.0;26.0;;;;52002
2013-01;102.0;74.0;60.0;50.0;42.0;40.0;41.0;33.0;33.0;37.0;37.0;35.0;;;;;52002
2014-01;152.0;135.0;115.0;77.0;75.0;70.0;60.0;68.0;66.0;63.0;56.0;;;;;;52002
2015-01;116.0;101.0;88.0;87.0;85.0;78.0;73.0;76.0;56.0;50.0;;;;;;;52002
2016-01;133.0;110.0;104.0;86.0;88.0;81.0;85.0;78.0;82.0;;;;;;;;52002
2017-01;133.0;116.0;102.0;96.0;86.0;82.0;78.0;77.0;;;;;;;;;52002
2018-01;135.0;114.0;110.0;86.0;75.0;65.0;61.0;;;;;;;;;;52002
2019-01;109.0;96.0;87.0;78.0;67.0;49.0;;;;;;;;;;;52002
2020-01;162.0;123.0;99.0;61.0;64.0;;;;;;;;;;;;52002
2021-01;201.0;158.0;109.0;109.0;;;;;;;;;;;;;52002
2022-01;171.0;98.0;91.0;;;;;;;;;;;;;;52002
2023-01;317.0;238.0;;;;;;;;;;;;;;;52002
2024-01;315.0;;;;;;;;;;;;;;;;52002
2009-01;10.0;6.0;6.0;6.0;5.0;4.0;4.0;4.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;52009
2010-01;22.0;20.0;18.0;14.0;13.0;14.0;12.0;10.0;9.0;10.0;8.0;11.0;10.0;10.0;9.0;;52009
2011-01;11.0;10.0;9.0;8.0;7.0;8.0;8.0;6.0;6.0;7.0;8.0;8.0;8.0;7.0;;;52009
2012-01;12.0;7.0;6.0;6.0;5.0;5.0;6.0;7.0;9.0;8.0;8.0;5.0;7.0;;;;52009
2013-01;12.0;11.0;8.0;8.0;6.0;6.0;4.0;3.0;4.0;3.0;4.0;4.0;;;;;52009
2014-01;31.0;27.0;22.0;15.0;13.0;12.0;10.0;8.0;9.0;9.0;7.0;;;;;;52009
2015-01;10.0;5.0;5.0;6.0;4.0;5.0;4.0;4.0;3.0;4.0;;;;;;;52009
2016-01;17.0;14.0;13.0;10.0;11.0;10.0;10.0;9.0;9.0;;;;;;;;52009
2017-01;19.0;13.0;13.0;8.0;7.0;6.0;7.0;7.0;;;;;;;;;52009
2018-01;23.0;19.0;10.0;10.0;12.0;7.0;7.0;;;;;;;;;;52009
2019-01;23.0;22.0;20.0;18.0;16.0;16.0;;;;;;;;;;;52009
2020-01;18.0;12.0;11.0;10.0;12.0;;;;;;;;;;;;52009
2021-01;37.0;29.0;26.0;23.0;;;;;;;;;;;;;52009
2022-01;31.0;21.0;17.0;;;;;;;;;;;;;;52009
2023-01;26.0;21.0;;;;;;;;;;;;;;;52009
2024-01;26.0;;;;;;;;;;;;;;;;52009
2009-01;35.0;22.0;20.0;15.0;9.0;9.0;6.0;7.0;6.0;7.0;9.0;9.0;6.0;5.0;5.0;5.0;52003
2010-01;45.0;37.0;30.0;20.0;16.0;12.0;12.0;12.0;11.0;10.0;10.0;7.0;7.0;5.0;6.0;;52003
2011-01;20.0;16.0;14.0;12.0;10.0;8.0;8.0;8.0;5.0;5.0;8.0;7.0;5.0;4.0;;;52003
2012-01;30.0;22.0;18.0;15.0;15.0;16.0;16.0;15.0;13.0;12.0;10.0;9.0;10.0;;;;52003
2013-01;51.0;42.0;38.0;34.0;32.0;22.0;22.0;18.0;18.0;17.0;14.0;12.0;;;;;52003
2014-01;32.0;28.0;20.0;17.0;16.0;15.0;15.0;10.0;12.0;10.0;12.0;;;;;;52003
2015-01;36.0;25.0;22.0;20.0;19.0;22.0;20.0;21.0;18.0;14.0;;;;;;;52003
2016-01;26.0;23.0;18.0;15.0;13.0;13.0;11.0;11.0;11.0;;;;;;;;52003
2017-01;23.0;15.0;13.0;11.0;7.0;7.0;7.0;5.0;;;;;;;;;52003
2018-01;28.0;22.0;20.0;17.0;17.0;11.0;10.0;;;;;;;;;;52003
2019-01;38.0;35.0;22.0;19.0;17.0;15.0;;;;;;;;;;;52003
2020-01;34.0;26.0;25.0;20.0;16.0;;;;;;;;;;;;52003
2021-01;56.0;44.0;22.0;19.0;;;;;;;;;;;;;52003
2022-01;81.0;63.0;55.0;;;;;;;;;;;;;;52003
2023-01;54.0;40.0;;;;;;;;;;;;;;;52003
2024-01;72.0;;;;;;;;;;;;;;;;52003
2009-01;15.0;12.0;13.0;13.0;11.0;10.0;11.0;11.0;11.0;10.0;10.0;8.0;7.0;7.0;7.0;6.0;52016
2010-01;25.0;17.0;15.0;14.0;9.0;6.0;8.0;8.0;8.0;9.0;10.0;8.0;7.0;6.0;6.0;;52016
2011-01;23.0;20.0;18.0;18.0;16.0;15.0;13.0;12.0;11.0;9.0;11.0;11.0;10.0;11.0;;;52016
2012-01;32.0;25.0;20.0;18.0;13.0;13.0;13.0;13.0;14.0;13.0;12.0;12.0;12.0;;;;52016
2013-01;17.0;14.0;14.0;12.0;9.0;9.0;9.0;10.0;11.0;11.0;9.0;8.0;;;;;52016
2014-01;40.0;34.0;27.0;21.0;20.0;21.0;19.0;19.0;21.0;21.0;19.0;;;;;;52016
2015-01;46.0;37.0;32.0;32.0;30.0;32.0;28.0;25.0;21.0;21.0;;;;;;;52016
2016-01;34.0;26.0;22.0;22.0;19.0;17.0;17.0;17.0;15.0;;;;;;;;52016
2017-01;42.0;33.0;27.0;21.0;20.0;19.0;21.0;13.0;;;;;;;;;52016
2018-01;39.0;35.0;29.0;26.0;23.0;23.0;19.0;;;;;;;;;;52016
2019-01;27.0;24.0;21.0;19.0;16.0;15.0;;;;;;;;;;;52016
2020-01;28.0;25.0;17.0;15.0;12.0;;;;;;;;;;;;52016
2021-01;44.0;34.0;35.0;33.0;;;;;;;;;;;;;52016
2022-01;88.0;82.0;64.0;;;;;;;;;;;;;;52016
2023-01;41.0;31.0;;;;;;;;;;;;;;;52016
2024-01;91.0;;;;;;;;;;;;;;;;52016
2009-01;40.0;32.0;28.0;26.0;29.0;25.0;26.0;21.0;22.0;18.0;19.0;17.0;18.0;19.0;16.0;16.0;52005
2010-01;48.0;39.0;35.0;31.0;31.0;29.0;24.0;24.0;22.0;24.0;21.0;24.0;26.0;23.0;24.0;;52005
2011-01;39.0;34.0;23.0;22.0;17.0;16.0;17.0;15.0;17.0;15.0;15.0;17.0;14.0;15.0;;;52005
2012-01;38.0;31.0;29.0;29.0;29.0;25.0;26.0;25.0;23.0;22.0;26.0;23.0;25.0;;;;52005
2013-01;43.0;41.0;38.0;30.0;26.0;25.0;27.0;25.0;26.0;24.0;26.0;24.0;;;;;52005
2014-01;27.0;25.0;26.0;20.0;15.0;13.0;13.0;14.0;14.0;14.0;13.0;;;;;;52005
2015-01;40.0;32.0;28.0;21.0;23.0;21.0;22.0;21.0;20.0;21.0;;;;;;;52005
2016-01;26.0;18.0;12.0;11.0;12.0;10.0;10.0;12.0;9.0;;;;;;;;52005
2017-01;45.0;25.0;23.0;19.0;16.0;15.0;18.0;18.0;;;;;;;;;52005
2018-01;55.0;42.0;35.0;30.0;30.0;32.0;32.0;;;;;;;;;;52005
2019-01;54.0;50.0;46.0;42.0;33.0;30.0;;;;;;;;;;;52005
2020-01;27.0;23.0;21.0;21.0;18.0;;;;;;;;;;;;52005
2021-01;36.0;31.0;25.0;24.0;;;;;;;;;;;;;52005
2022-01;68.0;56.0;46.0;;;;;;;;;;;;;;52005
2023-01;68.0;50.0;;;;;;;;;;;;;;;52005
2024-01;73.0;;;;;;;;;;;;;;;;52005
2009-01;220.0;189.0;191.0;160.0;143.0;135.0;133.0;124.0;120.0;116.0;114.0;115.0;117.0;122.0;118.0;122.0;52001
2010-01;156.0;143.0;122.0;103.0;97.0;91.0;98.0;97.0;92.0;91.0;82.0;87.0;89.0;87.0;87.0;;52001
2011-01;167.0;148.0;140.0;127.0;129.0;120.0;118.0;115.0;117.0;112.0;111.0;95.0;92.0;90.0;;;52001
2012-01;239.0;205.0;189.0;164.0;140.0;142.0;125.0;133.0;133.0;124.0;125.0;120.0;110.0;;;;52001
2013-01;224.0;198.0;178.0;158.0;159.0;146.0;137.0;132.0;130.0;129.0;131.0;118.0;;;;;52001
2014-01;327.0;308.0;247.0;224.0;212.0;205.0;200.0;198.0;197.0;193.0;179.0;;;;;;52001
2015-01;331.0;288.0;254.0;242.0;231.0;225.0;198.0;197.0;199.0;166.0;;;;;;;52001
2016-01;298.0;265.0;240.0;223.0;207.0;191.0;187.0;177.0;130.0;;;;;;;;52001
2017-01;391.0;345.0;307.0;284.0;256.0;236.0;232.0;207.0;;;;;;;;;52001
2018-01;257.0;212.0;203.0;177.0;171.0;162.0;153.0;;;;;;;;;;52001
2019-01;335.0;301.0;284.0;259.0;256.0;225.0;;;;;;;;;;;52001
2020-01;345.0;301.0;284.0;262.0;233.0;;;;;;;;;;;;52001
2021-01;489.0;454.0;400.0;318.0;;;;;;;;;;;;;52001
2022-01;735.0;613.0;518.0;;;;;;;;;;;;;;52001
2023-01;567.0;447.0;;;;;;;;;;;;;;;52001
2024-01;599.0;;;;;;;;;;;;;;;;52001
2009-01;21.0;18.0;19.0;14.0;13.0;12.0;11.0;12.0;12.0;13.0;13.0;11.0;11.0;11.0;11.0;11.0;52018
2010-01;19.0;18.0;14.0;13.0;11.0;10.0;10.0;10.0;11.0;10.0;9.0;10.0;9.0;9.0;8.0;;52018
2011-01;5.0;5.0;5.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;;;52018
2012-01;21.0;18.0;15.0;13.0;13.0;12.0;12.0;12.0;12.0;10.0;10.0;9.0;10.0;;;;52018
2013-01;11.0;9.0;8.0;8.0;8.0;6.0;5.0;3.0;4.0;4.0;4.0;5.0;;;;;52018
2014-01;25.0;20.0;18.0;16.0;16.0;16.0;15.0;17.0;16.0;15.0;12.0;;;;;;52018
2015-01;22.0;20.0;18.0;15.0;15.0;12.0;10.0;8.0;7.0;8.0;;;;;;;52018
2016-01;19.0;13.0;11.0;14.0;12.0;13.0;11.0;10.0;9.0;;;;;;;;52018
2017-01;14.0;13.0;11.0;10.0;12.0;11.0;9.0;8.0;;;;;;;;;52018
2018-01;37.0;33.0;30.0;27.0;21.0;18.0;16.0;;;;;;;;;;52018
2019-01;21.0;19.0;19.0;16.0;15.0;13.0;;;;;;;;;;;52018
2020-01;22.0;19.0;15.0;12.0;11.0;;;;;;;;;;;;52018
2021-01;47.0;32.0;29.0;28.0;;;;;;;;;;;;;52018
2022-01;55.0;46.0;38.0;;;;;;;;;;;;;;52018
2023-01;41.0;32.0;;;;;;;;;;;;;;;52018
2024-01;41.0;;;;;;;;;;;;;;;;52018
2009-01;25.0;19.0;17.0;15.0;12.0;8.0;7.0;6.0;7.0;7.0;7.0;7.0;7.0;7.0;6.0;4.0;52017
2010-01;25.0;20.0;18.0;14.0;12.0;10.0;7.0;6.0;7.0;6.0;5.0;4.0;3.0;4.0;4.0;;52017
2011-01;17.0;13.0;9.0;7.0;6.0;8.0;9.0;9.0;9.0;7.0;6.0;4.0;3.0;4.0;;;52017
2012-01;31.0;28.0;24.0;20.0;17.0;17.0;20.0;15.0;14.0;14.0;12.0;13.0;12.0;;;;52017
2013-01;22.0;19.0;20.0;20.0;18.0;18.0;16.0;15.0;13.0;13.0;12.0;12.0;;;;;52017
2014-01;23.0;22.0;19.0;17.0;14.0;13.0;12.0;11.0;7.0;6.0;8.0;;;;;;52017
2015-01;12.0;9.0;11.0;9.0;9.0;11.0;10.0;8.0;9.0;9.0;;;;;;;52017
2016-01;26.0;21.0;18.0;19.0;18.0;16.0;14.0;13.0;14.0;;;;;;;;52017
2017-01;37.0;30.0;28.0;28.0;26.0;22.0;20.0;17.0;;;;;;;;;52017
2018-01;35.0;29.0;26.0;21.0;18.0;17.0;17.0;;;;;;;;;;52017
2019-01;34.0;32.0;33.0;33.0;27.0;24.0;;;;;;;;;;;52017
2020-01;42.0;34.0;32.0;29.0;30.0;;;;;;;;;;;;52017
2021-01;68.0;55.0;52.0;46.0;;;;;;;;;;;;;52017
2022-01;83.0;66.0;59.0;;;;;;;;;;;;;;52017
2023-01;53.0;39.0;;;;;;;;;;;;;;;52017
2024-01;70.0;;;;;;;;;;;;;;;;52017
2009-01;27.0;22.0;18.0;18.0;12.0;14.0;15.0;15.0;15.0;11.0;9.0;10.0;9.0;8.0;7.0;8.0;52008
2010-01;17.0;15.0;13.0;11.0;8.0;9.0;9.0;9.0;8.0;8.0;8.0;6.0;6.0;6.0;6.0;;52008
2011-01;20.0;15.0;10.0;8.0;9.0;8.0;7.0;5.0;5.0;4.0;7.0;7.0;7.0;6.0;;;52008
2012-01;16.0;13.0;8.0;8.0;6.0;6.0;7.0;8.0;8.0;6.0;5.0;5.0;6.0;;;;52008
2013-01;15.0;14.0;12.0;12.0;13.0;11.0;10.0;8.0;10.0;8.0;5.0;7.0;;;;;52008
2014-01;25.0;21.0;20.0;15.0;12.0;11.0;10.0;9.0;6.0;5.0;5.0;;;;;;52008
2015-01;21.0;17.0;15.0;10.0;9.0;6.0;6.0;7.0;6.0;4.0;;;;;;;52008
2016-01;6.0;4.0;4.0;3.0;1.0;2.0;2.0;1.0;;;;;;;;;52008
2017-01;33.0;23.0;19.0;16.0;13.0;14.0;12.0;12.0;;;;;;;;;52008
2018-01;30.0;29.0;26.0;24.0;22.0;18.0;17.0;;;;;;;;;;52008
2019-01;11.0;6.0;3.0;3.0;2.0;2.0;;;;;;;;;;;52008
2020-01;18.0;14.0;9.0;9.0;8.0;;;;;;;;;;;;52008
2021-01;38.0;33.0;26.0;23.0;;;;;;;;;;;;;52008
2022-01;31.0;26.0;24.0;;;;;;;;;;;;;;52008
2023-01;35.0;22.0;;;;;;;;;;;;;;;52008
2024-01;34.0;;;;;;;;;;;;;;;;52008
2009-01;24.0;15.0;14.0;13.0;11.0;8.0;6.0;7.0;6.0;6.0;6.0;5.0;4.0;3.0;3.0;4.0;52013
2010-01;19.0;17.0;13.0;13.0;12.0;12.0;12.0;8.0;7.0;7.0;7.0;7.0;6.0;6.0;6.0;;52013
2011-01;20.0;18.0;14.0;12.0;13.0;12.0;9.0;8.0;6.0;6.0;6.0;7.0;7.0;8.0;;;52013
2012-01;34.0;27.0;24.0;19.0;19.0;11.0;10.0;11.0;9.0;12.0;13.0;11.0;9.0;;;;52013
2013-01;29.0;27.0;19.0;17.0;15.0;16.0;13.0;11.0;12.0;12.0;13.0;14.0;;;;;52013
2014-01;42.0;34.0;34.0;25.0;20.0;16.0;17.0;15.0;14.0;18.0;15.0;;;;;;52013
2015-01;39.0;38.0;33.0;28.0;25.0;22.0;22.0;22.0;19.0;16.0;;;;;;;52013
2016-01;49.0;33.0;30.0;29.0;23.0;26.0;22.0;23.0;21.0;;;;;;;;52013
2017-01;52.0;47.0;45.0;44.0;40.0;36.0;33.0;30.0;;;;;;;;;52013
2018-01;43.0;36.0;30.0;27.0;20.0;20.0;18.0;;;;;;;;;;52013
2019-01;30.0;27.0;24.0;20.0;20.0;23.0;;;;;;;;;;;52013
2020-01;19.0;13.0;9.0;10.0;9.0;;;;;;;;;;;;52013
2021-01;44.0;37.0;33.0;26.0;;;;;;;;;;;;;52013
2022-01;36.0;29.0;24.0;;;;;;;;;;;;;;52013
2023-01;29.0;24.0;;;;;;;;;;;;;;;52013
2024-01;35.0;;;;;;;;;;;;;;;;52013
2009-01;47.0;41.0;36.0;34.0;31.0;30.0;32.0;31.0;27.0;26.0;26.0;26.0;28.0;27.0;26.0;26.0;52015
2010-01;43.0;38.0;36.0;29.0;26.0;25.0;24.0;23.0;25.0;27.0;25.0;21.0;22.0;21.0;23.0;;52015
2011-01;38.0;28.0;25.0;24.0;20.0;20.0;20.0;20.0;20.0;18.0;20.0;20.0;21.0;22.0;;;52015
2012-01;58.0;47.0;41.0;41.0;42.0;36.0;35.0;37.0;32.0;32.0;32.0;33.0;31.0;;;;52015
2013-01;50.0;47.0;44.0;41.0;31.0;28.0;33.0;34.0;31.0;28.0;29.0;34.0;;;;;52015
2014-01;87.0;75.0;58.0;54.0;43.0;46.0;37.0;39.0;41.0;44.0;46.0;;;;;;52015
2015-01;75.0;60.0;44.0;35.0;37.0;34.0;33.0;38.0;39.0;37.0;;;;;;;52015
2016-01;38.0;36.0;25.0;24.0;23.0;22.0;22.0;25.0;21.0;;;;;;;;52015
2017-01;40.0;31.0;27.0;20.0;22.0;22.0;22.0;22.0;;;;;;;;;52015
2018-01;90.0;76.0;67.0;60.0;59.0;59.0;59.0;;;;;;;;;;52015
2019-01;52.0;42.0;41.0;37.0;37.0;31.0;;;;;;;;;;;52015
2020-01;74.0;56.0;49.0;52.0;53.0;;;;;;;;;;;;52015
2021-01;86.0;74.0;64.0;60.0;;;;;;;;;;;;;52015
2022-01;117.0;96.0;83.0;;;;;;;;;;;;;;52015
2023-01;98.0;82.0;;;;;;;;;;;;;;;52015
2024-01;112.0;;;;;;;;;;;;;;;;52015
2009-01;15.0;12.0;11.0;10.0;8.0;8.0;8.0;9.0;8.0;7.0;9.0;8.0;9.0;9.0;9.0;9.0;52014
2010-01;13.0;9.0;9.0;8.0;6.0;6.0;3.0;3.0;2.0;2.0;2.0;1.0;4.0;3.0;4.0;;52014
2011-01;9.0;7.0;6.0;3.0;3.0;3.0;3.0;1.0;;;;1.0;1.0;1.0;;;52014
2012-01;16.0;14.0;12.0;11.0;11.0;10.0;9.0;7.0;7.0;6.0;6.0;7.0;7.0;;;;52014
2013-01;16.0;9.0;9.0;6.0;4.0;5.0;4.0;4.0;2.0;2.0;2.0;3.0;;;;;52014
2014-01;23.0;14.0;13.0;13.0;8.0;9.0;8.0;8.0;9.0;9.0;10.0;;;;;;52014
2015-01;11.0;7.0;6.0;4.0;4.0;4.0;4.0;3.0;3.0;3.0;;;;;;;52014
2016-01;13.0;11.0;10.0;11.0;10.0;7.0;8.0;9.0;9.0;;;;;;;;52014
2017-01;19.0;17.0;16.0;17.0;17.0;14.0;16.0;16.0;;;;;;;;;52014
2018-01;22.0;19.0;18.0;17.0;14.0;15.0;14.0;;;;;;;;;;52014
2019-01;11.0;9.0;7.0;5.0;6.0;5.0;;;;;;;;;;;52014
2020-01;13.0;9.0;6.0;5.0;5.0;;;;;;;;;;;;52014
2021-01;17.0;13.0;12.0;12.0;;;;;;;;;;;;;52014
2022-01;81.0;69.0;67.0;;;;;;;;;;;;;;52014
2023-01;95.0;86.0;;;;;;;;;;;;;;;52014
2024-01;71.0;;;;;;;;;;;;;;;;52014
2009-01;19.0;12.0;12.0;11.0;9.0;9.0;9.0;8.0;9.0;9.0;7.0;7.0;6.0;6.0;6.0;6.0;52010
2010-01;15.0;11.0;10.0;9.0;6.0;7.0;7.0;8.0;9.0;7.0;6.0;6.0;6.0;5.0;6.0;;52010
2011-01;14.0;11.0;7.0;7.0;7.0;7.0;8.0;8.0;7.0;7.0;7.0;6.0;6.0;7.0;;;52010
2012-01;14.0;12.0;8.0;7.0;4.0;3.0;4.0;4.0;4.0;7.0;5.0;3.0;3.0;;;;52010
2013-01;12.0;10.0;9.0;8.0;6.0;5.0;3.0;4.0;5.0;5.0;4.0;4.0;;;;;52010
2014-01;25.0;18.0;17.0;15.0;14.0;15.0;15.0;15.0;15.0;14.0;14.0;;;;;;52010
2015-01;22.0;18.0;14.0;14.0;12.0;9.0;11.0;11.0;11.0;12.0;;;;;;;52010
2016-01;10.0;5.0;5.0;4.0;3.0;5.0;4.0;3.0;3.0;;;;;;;;52010
2017-01;13.0;11.0;8.0;8.0;8.0;6.0;7.0;6.0;;;;;;;;;52010
2018-01;15.0;12.0;11.0;9.0;10.0;9.0;7.0;;;;;;;;;;52010
2019-01;20.0;19.0;15.0;11.0;9.0;9.0;;;;;;;;;;;52010
2020-01;10.0;9.0;6.0;4.0;2.0;;;;;;;;;;;;52010
2021-01;43.0;29.0;28.0;25.0;;;;;;;;;;;;;52010
2022-01;45.0;36.0;30.0;;;;;;;;;;;;;;52010
2023-01;25.0;16.0;;;;;;;;;;;;;;;52010
2024-01;20.0;;;;;;;;;;;;;;;;52010
2009-01;7.0;5.0;3.0;3.0;3.0;4.0;4.0;3.0;4.0;4.0;4.0;3.0;3.0;3.0;3.0;2.0;52007
2010-01;8.0;6.0;4.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;2.0;3.0;3.0;2.0;3.0;;52007
2011-01;10.0;8.0;6.0;7.0;7.0;5.0;5.0;5.0;6.0;5.0;5.0;5.0;6.0;6.0;;;52007
2012-01;9.0;5.0;4.0;4.0;3.0;3.0;2.0;3.0;3.0;3.0;3.0;3.0;3.0;;;;52007
2013-01;10.0;7.0;5.0;3.0;1.0;4.0;4.0;3.0;3.0;3.0;3.0;2.0;;;;;52007
2014-01;8.0;8.0;5.0;7.0;7.0;7.0;7.0;7.0;8.0;6.0;5.0;;;;;;52007
2015-01;8.0;6.0;4.0;5.0;7.0;7.0;7.0;6.0;5.0;5.0;;;;;;;52007
2016-01;11.0;9.0;6.0;6.0;6.0;6.0;5.0;3.0;2.0;;;;;;;;52007
2017-01;11.0;10.0;10.0;10.0;11.0;9.0;10.0;9.0;;;;;;;;;52007
2018-01;13.0;13.0;11.0;8.0;9.0;8.0;6.0;;;;;;;;;;52007
2019-01;14.0;12.0;11.0;8.0;8.0;7.0;;;;;;;;;;;52007
2020-01;8.0;5.0;5.0;4.0;3.0;;;;;;;;;;;;52007
2021-01;25.0;18.0;13.0;12.0;;;;;;;;;;;;;52007
2022-01;19.0;16.0;11.0;;;;;;;;;;;;;;52007
2023-01;23.0;19.0;;;;;;;;;;;;;;;52007
2024-01;25.0;;;;;;;;;;;;;;;;52007
2009-01;8.0;6.0;5.0;4.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;52006
2010-01;7.0;6.0;4.0;3.0;4.0;4.0;4.0;4.0;4.0;4.0;3.0;2.0;3.0;3.0;3.0;;52006
2011-01;1.0;1.0;;;;;;;;;;;1.0;1.0;;;52006
2012-01;8.0;6.0;3.0;4.0;4.0;3.0;3.0;2.0;2.0;3.0;3.0;3.0;3.0;;;;52006
2013-01;5.0;2.0;3.0;3.0;2.0;1.0;1.0;1.0;2.0;3.0;1.0;1.0;;;;;52006
2014-01;9.0;6.0;4.0;5.0;4.0;5.0;5.0;5.0;5.0;5.0;5.0;;;;;;52006
2015-01;7.0;4.0;2.0;2.0;2.0;3.0;3.0;4.0;4.0;4.0;;;;;;;52006
2016-01;6.0;3.0;3.0;3.0;1.0;2.0;2.0;2.0;2.0;;;;;;;;52006
2017-01;5.0;4.0;3.0;3.0;3.0;4.0;4.0;3.0;;;;;;;;;52006
2018-01;7.0;5.0;5.0;6.0;3.0;2.0;3.0;;;;;;;;;;52006
2019-01;11.0;8.0;5.0;5.0;5.0;5.0;;;;;;;;;;;52006
2020-01;5.0;4.0;3.0;1.0;2.0;;;;;;;;;;;;52006
2021-01;11.0;7.0;5.0;4.0;;;;;;;;;;;;;52006
2022-01;14.0;14.0;13.0;;;;;;;;;;;;;;52006
2023-01;4.0;4.0;;;;;;;;;;;;;;;52006
2024-01;9.0;;;;;;;;;;;;;;;;52006
2009-01;27.0;19.0;14.0;11.0;8.0;9.0;8.0;9.0;9.0;9.0;10.0;9.0;9.0;9.0;10.0;10.0;21001
2010-01;27.0;20.0;18.0;12.0;10.0;9.0;8.0;9.0;5.0;6.0;6.0;7.0;8.0;8.0;8.0;;21001
2011-01;17.0;12.0;9.0;8.0;8.0;10.0;9.0;10.0;8.0;9.0;8.0;9.0;9.0;9.0;;;21001
2012-01;31.0;22.0;16.0;12.0;7.0;9.0;12.0;11.0;12.0;9.0;8.0;9.0;10.0;;;;21001
2013-01;43.0;26.0;24.0;19.0;18.0;19.0;20.0;19.0;18.0;18.0;18.0;20.0;;;;;21001
2014-01;35.0;28.0;20.0;16.0;13.0;13.0;10.0;14.0;15.0;15.0;15.0;;;;;;21001
2015-01;18.0;14.0;11.0;11.0;7.0;8.0;2.0;3.0;8.0;8.0;;;;;;;21001
2016-01;23.0;22.0;16.0;16.0;12.0;13.0;11.0;12.0;11.0;;;;;;;;21001
2017-01;30.0;28.0;22.0;19.0;21.0;20.0;19.0;19.0;;;;;;;;;21001
2018-01;28.0;25.0;23.0;21.0;20.0;20.0;17.0;;;;;;;;;;21001
